campaign_external_source,campaign_external_id,category_code,is_primary
giftpop.vn,CB2604160001,GIFTPOP_VN_A104,true
giftpop.vn,CB2604160001,GIFTPOP_VN_A116,false
giftpop.vn,MP2601260005,GIFTPOP_VN_A102,true
giftpop.vn,MP2601260006,GIFTPOP_VN_A102,true
giftpop.vn,MP2601260007,GIFTPOP_VN_A102,true
giftpop.vn,MP2607290002,GIFTPOP_VN_A101,true
