campaign_external_source,campaign_external_id,brand_external_source,brand_external_id,is_primary
giftpop.vn,CB2604160001,giftpop.vn,DIVINA,true
giftpop.vn,CB2604160001,giftpop.vn,LIFE4CUTS,false
giftpop.vn,MP2601260005,giftpop.vn,BRAND-DY1Y,true
giftpop.vn,MP2601260006,giftpop.vn,BRAND-DY1Y,true
giftpop.vn,MP2601260007,giftpop.vn,BRAND-DY1Y,true
giftpop.vn,MP2607290002,giftpop.vn,CONG,true
